what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561781489
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480561784345
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480561786018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1480561793770
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480561796604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561798179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561798731
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480561800726
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480561802274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561804007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561804267
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480561805031
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1480561807357
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480561809662
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1480561812831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561814327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561814498
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1480561815144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561818930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561819008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561819032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561820783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561823191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561824874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561827012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561828119
error,log,,,"Unable to validate connection settings.",1480561831672
error,log,,,"Unable to validate connection settings.",1480561831676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561831741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1480561833490
